Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeTuning,altitudeTuningSetpoint,xTrackError,flightDistance,flightTime,distanceToHome,missionItemIndex,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
2023-01-13 14:46:15.375,-0.1,2.7,0,-0.0,-12.1,-1.2,0.6,0.0,0.000,0.3,3.1,2295.4,1.657,0.000,0.000,0.0,00:00:10,0.0,0,0,0,0.0,54,0000:33:49,0,1,1,10.48,7.39,17,--.--,66,--.--,--:--:--,1,77.42,14:46:15,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.03,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,7.1,2.7,-3.1,-0.5,-0.2,-0.3,--.--,--.--,--.--,--.--,--.--,-0.5,-0.0,2.5,359.9,1.0,-1.8,-0.5,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:16.374,-0.1,5.8,359,-0.8,63.7,-2.5,0.6,0.0,0.000,0.4,3.6,2294.8,1.318,0.000,0.000,0.0,00:00:11,0.0,0,0,0,0.0,53,0000:33:49,0,1,1,10.43,7.32,21,--.--,66,--.--,--:--:--,1,76.35,14:46:16,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.05,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,7.0,2.6,-3.6,0.6,0.0,-0.4,--.--,--.--,--.--,--.--,--.--,-0.5,-0.0,8.8,359.9,0.6,30.7,0.1,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:17.381,-1.4,5.7,359,-24.8,20.9,-3.0,0.4,0.0,0.000,-0.1,3.8,2295.4,1.649,0.000,0.000,0.0,00:00:13,0.0,0,0,0,0.0,52,0000:33:49,0,1,1,10.43,7.32,21,--.--,66,--.--,--:--:--,1,76.35,14:46:17,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.03,0.01,0.00,0.02,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,6.8,2.8,-3.8,-0.3,0.3,0.1,--.--,--.--,-3.9,--.--,--.--,-0.0,-3.8,7.4,359.9,-28.3,21.4,0.4,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:18.376,0.1,0.1,359,-0.9,-3.3,-0.6,0.9,0.0,0.000,0.1,3.7,2294.8,1.482,0.000,0.000,0.0,00:00:13,0.0,0,0,0,0.0,53,0000:33:49,0,1,1,10.41,7.11,25,--.--,65,--.--,--:--:--,1,74.04,14:46:18,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.04,0.00,0.00,0.03,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,5.6,2.5,-3.7,-0.9,-0.3,-0.1,--.--,--.--,-3.9,--.--,--.--,-0.1,0.0,0.0,359.9,-1.1,-1.4,0.6,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:19.375,-0.1,8.4,359,2.2,-16.2,-0.2,0.6,0.0,0.000,-0.1,3.7,2295.5,1.683,0.000,0.000,0.0,00:00:14,0.0,0,0,0,0.0,51,0000:33:49,0,1,1,10.41,7.11,25,--.--,65,--.--,--:--:--,1,74.04,14:46:19,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.02,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,5.0,2.4,-3.7,-0.8,0.0,-0.1,--.--,--.--,-3.9,--.--,--.--,-0.1,0.0,8.7,359.9,1.1,-1.1,0.8,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:20.377,-3.4,7.2,0,1.0,-5.7,-3.4,2.1,0.0,0.000,0.0,3.8,2295.0,1.543,0.000,0.000,0.0,00:00:15,0.0,0,0,0,0.0,51,0000:33:49,0,1,1,10.37,7.43,29,--.--,65,--.--,--:--:--,1,77.08,14:46:20,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.04,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,2.9,2.1,-3.8,-2.0,-0.6,-0.0,--.--,--.--,-3.9,--.--,--.--,-0.1,-2.9,6.5,359.9,6.3,-6.8,-1.5,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:21.377,-0.0,0.3,359,-1.2,-4.0,-1.3,1.7,0.0,0.000,0.0,3.8,2295.3,1.620,0.000,0.000,0.0,00:00:16,0.0,0,0,0,0.0,53,0000:33:49,0,1,1,10.37,7.43,29,--.--,65,--.--,--:--:--,1,77.08,14:46:21,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.04,0.02,0.00,0.01,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.0,1.4,-3.8,-1.7,-0.3,-0.0,--.--,--.--,-3.9,--.--,--.--,-0.0,0.0,0.0,359.9,0.2,-3.2,-0.1,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:22.380,-0.1,5.1,0,0.3,-6.7,3.7,1.2,0.0,0.000,0.0,3.8,2295.4,1.654,0.000,0.000,0.0,00:00:17,0.0,0,0,0,0.0,53,0000:33:49,0,1,1,10.36,7.35,33,--.--,65,--.--,--:--:--,1,76.12,14:46:22,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.0,1.0,-3.8,-1.2,-0.1,-0.0,--.--,--.--,-3.9,--.--,--.--,-0.0,0.0,5.1,359.9,1.0,-0.4,-0.3,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:23.378,-0.7,5.9,359,-4.3,3.4,1.5,1.1,0.0,0.000,0.0,3.8,2295.6,1.702,0.000,0.000,0.0,00:00:18,0.0,0,0,0,0.0,51,0000:33:49,0,1,1,10.36,7.35,33,--.--,65,--.--,--:--:--,1,76.12,14:46:23,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.01,0.02,0.00,0.01,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-3.6,1.0,-3.8,-1.2,0.1,0.0,--.--,--.--,-3.9,--.--,--.--,-0.0,-0.8,6.1,359.9,-0.9,1.2,0.5,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
2023-01-13 14:46:24.379,-1.1,0.4,0,-9.2,6.1,-1.9,1.0,0.0,0.000,0.1,3.8,2294.8,1.477,0.000,0.000,0.0,00:00:19,0.0,0,0,0,0.0,51,0000:33:49,0,1,1,10.34,7.20,38,--.--,65,--.--,--:--:--,1,74.48,14:46:24,1/13/2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,false,false,true,true,false,false,0.02,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.0000000,0.0000000,31NAA 66021 00000,100.0,100.0,0.0,0,0,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-5.4,1.1,-3.8,-1.0,0.0,0.1,--.--,--.--,-3.9,--.--,--.--,-0.0,-2.3,-0.0,359.9,-11.6,-4.3,-0.4,--.--,--.--,--.--,0,0,0.0,0.0,0.1,0,0,0,--.--,--.--,--.--
